Patient Name         : Acuros HN evaluation, RC physics
Patient ID           : Case7_Dm
Comment              : DVHs for one plan
Date                 : 21 November 2016 14:49:53
Exported by          : rcole
Type                 : Cumulative Dose Volume Histogram
Description          : The cumulative DVH displays the percentage (relative)
                       or volume (absolute) of structures that receive a dose
                       equal to or greater than a given dose.

Plan: Case7_Dm
Course: 1
Plan Status: Unapproved
Prescribed dose [Gy]: 65.010
% for dose (%): 100.0

Structure: Artifact_P2
Approval Status: Unapproved
Plan: Case7_Dm
Course: 1
Volume [cm³]: 79.5
Dose Cover.[%]: 100.0
Sampling Cover.[%]: 100.0
Min Dose [%]: 1.3
Max Dose [%]: 110.7
Mean Dose [%]: 64.8
Modal Dose [%]: 105.5
Median Dose [%]: 60.1
STD [%]: 24.6
Equiv. Sphere Diam. [cm]: 5.3
Conformity Index: N/A
Gradient Measure [cm]: N/A

Relative dose [%]           Dose [Gy] Ratio of Total Structure Volume [%]
             39.5             25.6789                   84.4883
             39.6              25.744                   84.2955
             39.7              25.809                   84.1044
             39.8              25.874                    83.916
             39.9              25.939                   83.7284
               40              26.004                   83.5519
             40.1              26.069                   83.3685
             40.2              26.134                   83.1759
             40.3              26.199                   82.9825
             40.4              26.264                   82.7866
             40.5              26.329                   82.5999
             40.6             26.3941                   82.4113
             40.7             26.4591                    82.219
             40.8             26.5241                   82.0337
             40.9             26.5891                   81.8437
               41             26.6541                   81.6638
             41.1             26.7191                   81.4784
             41.2             26.7841                   81.2899
             41.3             26.8491                   81.1077
             41.4             26.9141                   80.9345
             41.5             26.9791                   80.7603
             41.6             27.0442                    80.578
             41.7             27.1092                   80.3988
             41.8             27.1742                   80.2214
             41.9             27.2392                   80.0403
               42             27.3042                   79.8618
             42.1             27.3692                   79.6903
             42.2             27.4342                   79.5047
             42.3             27.4992                   79.3283
             42.4             27.5642                   79.1523
             42.5             27.6292                   78.9733
             42.6             27.6943                   78.7933
             42.7             27.7593                   78.6131
             42.8             27.8243                    78.432
             42.9             27.8893                     78.26
               43             27.9543                   78.0885
             43.1             28.0193                   77.9109
             43.2             28.0843                   77.7363
             43.3             28.1493                   77.5769
             43.4             28.2143                   77.4044
             43.5             28.2793                   77.2463
             43.6             28.3444                    77.083
             43.7             28.4094                   76.9059
             43.8             28.4744                   76.7223
             43.9             28.5394                   76.5459
               44             28.6044                   76.3829
             44.1             28.6694                   76.2139
             44.2             28.7344                   76.0444
             44.3             28.7994                   75.8835
             44.4             28.8644                   75.7102
             44.5             28.9294                   75.5399
             44.6             28.9945                   75.3712
             44.7             29.0595                   75.2039
